timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1438175398808599,7,51.760605,-1.261262,61.777534,2.546858,1.413980,4.047431,5735842.812805,619996.686583,-61.777534,30U
1438175399008598,7,51.760605,-1.261262,61.788462,2.546872,1.414006,4.047423,5735842.805305,619996.688770,-61.788462,30U
1438175399208598,7,51.760605,-1.261262,61.783545,2.546793,1.414118,4.047498,5735842.813470,619996.689589,-61.783545,30U
1438175399408597,7,51.760605,-1.261262,61.797157,2.546740,1.414053,4.047354,5735842.799092,619996.685174,-61.797157,30U
1438175399608597,7,51.760605,-1.261262,61.787955,2.546769,1.414021,4.047273,5735842.793302,619996.680869,-61.787955,30U
1438175399808596,7,51.760605,-1.261262,61.767918,2.546894,1.414118,4.047393,5735842.801569,619996.682378,-61.767918,30U
1438175400008596,7,51.760605,-1.261262,61.792581,2.546908,1.414144,4.047385,5735842.798197,619996.684995,-61.792581,30U
1438175400208596,7,51.760605,-1.261262,61.786810,2.546727,1.414069,4.047197,5735842.808753,619996.685294,-61.786810,30U
1438175400408595,7,51.760605,-1.261262,61.780144,2.546723,1.414136,4.047246,5735842.801428,619996.699409,-61.780144,30U
1438175400608595,7,51.760605,-1.261262,61.760320,2.546778,1.414200,4.047362,5735842.801824,619996.696595,-61.760320,30U
1438175400808594,7,51.760605,-1.261262,61.755967,2.546893,1.414237,4.047371,5735842.792995,619996.697901,-61.755967,30U
1438175401008594,7,51.760605,-1.261262,61.737418,2.546907,1.414263,4.047362,5735842.793587,619996.698391,-61.737418,30U
1438175401208593,7,51.760605,-1.261262,61.733758,2.546992,1.414282,4.047270,5735842.797681,619996.694088,-61.733758,30U
1438175401408593,7,51.760605,-1.261262,61.739689,2.547031,1.414408,4.047471,5735842.801321,619996.701478,-61.739689,30U
1438175401608593,7,51.760605,-1.261262,61.734610,2.546900,1.414276,4.047183,5735842.797584,619996.701053,-61.734610,30U
1438175401808592,7,51.760605,-1.261262,61.718044,2.547149,1.414350,4.047268,5735842.803270,619996.699904,-61.718044,30U
1438175402008592,7,51.760605,-1.261262,61.714261,2.547163,1.414376,4.047259,5735842.799761,619996.688709,-61.714261,30U
1438175402208591,7,51.760605,-1.261262,61.715072,2.547034,1.414456,4.047342,5735842.805108,619996.685757,-61.715072,30U
1438175402408591,7,51.760605,-1.261262,61.702667,2.547175,1.414490,4.047327,5735842.799406,619996.690099,-61.702667,30U
1438175402608590,7,51.760605,-1.261262,61.712434,2.547195,1.414476,4.047223,5735842.797155,619996.685367,-61.712434,30U
1438175402808590,7,51.760605,-1.261262,61.699234,2.547026,1.414428,4.047116,5735842.798671,619996.685191,-61.699234,30U
1438175403008589,7,51.760605,-1.261262,61.695547,2.547041,1.414454,4.047108,5735842.792011,619996.688591,-61.695547,30U
1438175403208589,7,51.760605,-1.261262,61.694648,2.547019,1.414584,4.047256,5735842.788662,619996.687982,-61.694648,30U
1438175403408589,7,51.760605,-1.261262,61.681400,2.547199,1.414652,4.047335,5735842.788500,619996.696899,-61.681400,30U
1438175403608588,7,51.760605,-1.261262,61.675517,2.547121,1.414542,4.047104,5735842.783488,619996.697278,-61.675517,30U
1438175403808588,7,51.760605,-1.261262,61.661019,2.547135,1.414546,4.047125,5735842.787844,619996.695236,-61.661019,30U
1438175404008587,7,51.760605,-1.261262,61.650388,2.547149,1.414572,4.047116,5735842.787676,619996.690262,-61.650388,30U
1438175404208587,7,51.760605,-1.261262,61.636529,2.547286,1.414632,4.047100,5735842.783775,619996.686342,-61.636529,30U
1438175404408586,7,51.760604,-1.261262,61.635558,2.547281,1.414742,4.047185,5735842.768672,619996.685831,-61.635558,30U
1438175404608586,7,51.760605,-1.261262,61.626763,2.547249,1.414833,4.047308,5735842.780222,619996.680488,-61.626763,30U
1438175404808586,7,51.760605,-1.261262,61.624695,2.547159,1.414645,4.046939,5735842.783593,619996.681509,-61.624695,30U
1438175405008585,7,51.760605,-1.261262,61.610400,2.547174,1.414671,4.046930,5735842.789217,619996.678759,-61.610400,30U
1438175405208585,7,51.760605,-1.261262,61.618453,2.547296,1.414942,4.047231,5735842.799272,619996.685612,-61.618453,30U
1438175405408584,7,51.760605,-1.261262,61.636086,2.547426,1.414786,4.047014,5735842.801163,619996.679979,-61.636086,30U
1438175405608584,7,51.760605,-1.261262,61.628319,2.547387,1.414829,4.047030,5735842.794872,619996.687521,-61.628319,30U
1438175405808583,7,51.760605,-1.261262,61.630739,2.547299,1.414893,4.047087,5735842.792562,619996.691275,-61.630739,30U
1438175406008583,7,51.760605,-1.261262,61.635863,2.547313,1.414919,4.047079,5735842.791343,619996.689358,-61.635863,30U
1438175406208583,7,51.760605,-1.261262,61.635971,2.547511,1.414925,4.047023,5735842.787360,619996.689840,-61.635971,30U
1438175406408582,7,51.760605,-1.261262,61.618595,2.547503,1.415029,4.047160,5735842.790755,619996.677381,-61.618595,30U
1438175406608582,7,51.760605,-1.261262,61.607850,2.547555,1.414939,4.046974,5735842.792517,619996.658876,-61.607850,30U
1438175406808581,7,51.760605,-1.261263,61.625828,2.547451,1.414869,4.046842,5735842.790416,619996.629682,-61.625828,30U
1438175407008581,7,51.760604,-1.261263,61.637031,2.547118,1.414515,4.046206,5735842.775826,619996.603703,-61.637031,30U
1438175407208580,7,51.760604,-1.261264,61.625234,2.547354,1.414785,4.046693,5735842.770066,619996.548467,-61.625234,30U
1438175407408580,7,51.760604,-1.261265,61.615539,2.547505,1.415160,4.047209,5735842.758907,619996.476325,-61.615539,30U
1438175407608580,7,51.760604,-1.261267,61.623866,2.547705,1.415096,4.046954,5735842.755961,619996.374437,-61.623866,30U
1438175407808579,7,51.760604,-1.261269,61.616407,2.548442,1.414951,4.046587,5735842.762756,619996.233926,-61.616407,30U
1438175408008579,7,51.760605,-1.261271,61.625117,2.548683,1.414828,4.046438,5735842.777266,619996.063396,-61.625117,30U
1438175408208578,7,51.760604,-1.261274,61.638523,2.551093,1.414683,4.046142,5735842.759867,619995.880697,-61.638523,30U
1438175408408578,7,51.760604,-1.261277,61.674562,2.556948,1.414599,4.045881,5735842.733507,619995.660878,-61.674562,30U
1438175408608577,7,51.760605,-1.261281,61.695711,2.556962,1.414474,4.045727,5735842.765859,619995.414758,-61.695711,30U
1438175408808577,7,51.760605,-1.261284,61.720309,2.786582,1.416427,4.046620,5735842.762445,619995.146829,-61.720309,30U
1438175409008577,7,51.760606,-1.261289,61.732029,2.557769,1.414823,4.046245,5735842.868280,619994.847078,-61.732029,30U
1438175409208576,7,51.760607,-1.261293,61.764268,2.557248,1.414775,4.046222,5735842.950589,619994.529664,-61.764268,30U
1438175409408576,7,51.760607,-1.261298,61.773697,2.586779,1.415725,4.047523,5735842.994644,619994.198326,-61.773697,30U
1438175409608575,7,51.760607,-1.261303,61.763307,2.711686,1.417039,4.048307,5735843.028258,619993.861759,-61.763307,30U
1438175409808575,7,51.760608,-1.261308,61.757442,2.711643,1.416477,4.047305,5735843.123807,619993.498185,-61.757442,30U
1438175410008574,7,51.760610,-1.261313,61.780138,2.562378,1.415188,4.046678,5735843.331103,619993.140521,-61.780138,30U
1438175410208574,7,51.760611,-1.261318,61.792105,2.579130,1.415748,4.047342,5735843.447222,619992.783322,-61.792105,30U
1438175410408574,7,51.760606,-1.261323,61.762573,5.412887,1.453142,4.067250,5735842.885261,619992.488227,-61.762573,30U
1438175410608573,7,51.760608,-1.261328,61.759336,5.412457,1.452688,4.065691,5735843.078535,619992.103535,-61.759336,30U
1438175410808573,7,51.760610,-1.261334,61.785089,5.412711,1.452446,4.065261,5735843.310383,619991.717642,-61.785089,30U
1438175411008572,7,51.760613,-1.261339,61.797718,5.412887,1.452320,4.064889,5735843.565825,619991.329001,-61.797718,30U
1438175411208572,7,51.760616,-1.261345,61.811990,5.413110,1.452413,4.065041,5735843.875591,619990.947601,-61.811990,30U
1438175411408571,7,51.760619,-1.261350,61.795477,5.413319,1.452424,4.065126,5735844.192975,619990.589687,-61.795477,30U
1438175411608571,7,51.760622,-1.261355,61.810729,5.413570,1.452627,4.065347,5735844.530130,619990.217792,-61.810729,30U
1438175411808571,7,51.760625,-1.261360,61.821033,5.413796,1.452660,4.065398,5735844.892322,619989.856833,-61.821033,30U
1438175412008570,7,51.760639,-1.261366,61.907195,2.526409,1.415098,4.046256,5735846.434946,619989.407485,-61.907195,30U
1438175412208570,7,51.760643,-1.261371,61.896129,2.526477,1.415199,4.046441,5735846.870111,619989.064362,-61.896129,30U
1438175412408569,7,51.760647,-1.261376,61.899135,2.526461,1.414868,4.045814,5735847.314944,619988.734357,-61.899135,30U
1438175412608569,7,51.760651,-1.261380,61.892307,2.527205,1.414701,4.045442,5735847.764321,619988.417263,-61.892307,30U
1438175412808568,7,51.760656,-1.261385,61.893669,2.527010,1.414906,4.045642,5735848.253202,619988.104189,-61.893669,30U
1438175413008568,7,51.760660,-1.261389,61.891659,2.526999,1.414850,4.045379,5735848.756499,619987.813937,-61.891659,30U
1438175413208568,7,51.760665,-1.261392,61.906408,2.527891,1.417147,4.047702,5735849.268138,619987.535690,-61.906408,30U
1438175413408567,7,51.760670,-1.261396,61.903374,2.535585,1.426841,4.052911,5735849.805312,619987.259741,-61.903374,30U
1438175413608567,7,51.760674,-1.261400,61.985366,2.541215,1.446064,4.087351,5735850.332151,619986.998354,-61.985366,30U
1438175413808566,5,51.760680,-1.261400,61.635696,7.442347,9.547793,15.679620,5735850.983739,619987.003690,-61.635696,30U
1438175414008566,5,51.760685,-1.261401,61.678389,7.442554,9.547233,15.679268,5735851.552726,619986.853370,-61.678389,30U
1438175414208565,5,51.760691,-1.261404,61.754521,7.442254,9.543136,15.675662,5735852.122597,619986.637470,-61.754521,30U
1438175414408565,5,51.760696,-1.261406,61.735471,7.441648,9.534096,15.667850,5735852.737919,619986.520398,-61.735471,30U
1438175414608565,5,51.760701,-1.261409,61.827536,7.441969,9.534390,15.668321,5735853.299802,619986.318399,-61.827536,30U
1438175414808564,4,51.760705,-1.261402,62.537391,7.485621,9.847286,15.948376,5735853.766684,619986.766597,-62.537391,30U
1438175415008564,4,51.760711,-1.261404,62.588953,7.487641,9.847332,15.950537,5735854.371352,619986.624382,-62.588953,30U
1438175415208563,4,51.760716,-1.261407,62.571850,7.491561,9.847515,15.954367,5735854.988608,619986.420328,-62.571850,30U
1438175415408563,5,51.760723,-1.261408,62.499528,7.492661,9.848888,15.956337,5735855.670135,619986.285917,-62.499528,30U
1438175415608562,4,51.760728,-1.261411,62.545870,7.492044,9.851564,15.961127,5735856.274990,619986.096406,-62.545870,30U
1438175415808562,4,51.760733,-1.261412,62.603071,7.494101,9.853123,15.969794,5735856.784983,619985.986873,-62.603071,30U
1438175416008562,4,51.760739,-1.261415,62.663338,7.500326,9.851895,15.972836,5735857.447718,619985.778465,-62.663338,30U
1438175416208561,5,51.760744,-1.261417,62.636821,7.502365,9.850001,15.968264,5735858.066331,619985.621019,-62.636821,30U
1438175416408561,4,51.760743,-1.261434,64.340113,7.662364,9.907513,16.135889,5735857.856716,619984.436261,-64.340113,30U
1438175416608560,5,51.760747,-1.261434,64.569372,7.657424,9.872745,16.095757,5735858.353982,619984.432076,-64.569372,30U
1438175416808560,5,51.760751,-1.261436,64.808475,7.646273,9.871843,16.084225,5735858.827799,619984.317211,-64.808475,30U
1438175417008559,4,51.760758,-1.261439,64.540971,7.647860,9.906191,16.117064,5735859.516380,619984.042305,-64.540971,30U
1438175417208559,4,51.760763,-1.261441,64.475334,7.654038,9.907977,16.128403,5735860.133150,619983.907694,-64.475334,30U
1438175417408559,4,51.760780,-1.261426,62.012660,7.483963,9.857576,15.965398,5735862.081196,619984.899299,-62.012660,30U
1438175417608558,3,51.760780,-1.261426,62.012660,7.483963,9.857576,15.965398,5735862.081196,619984.899299,-62.012660,30U
1438175417808558,4,51.760791,-1.261429,61.981229,7.492656,9.853467,15.935745,5735863.197601,619984.689809,-61.981229,30U
1438175418008557,4,51.760795,-1.261432,62.305307,7.490743,9.852530,15.932391,5735863.630481,619984.487699,-62.305307,30U
1438175418208557,5,51.760800,-1.261432,62.112167,7.493589,9.857264,15.944073,5735864.253256,619984.444892,-62.112167,30U
1438175418408556,5,51.760792,-1.261450,64.707086,7.701702,9.885709,16.088593,5735863.361787,619983.232514,-64.707086,30U
1438175418608556,5,51.760797,-1.261452,64.790597,7.641253,9.878874,16.077473,5735863.914655,619983.056130,-64.790597,30U
1438175418808556,5,51.760802,-1.261454,64.760857,7.648514,9.873920,16.074211,5735864.413188,619982.898723,-64.760857,30U
1438175419008555,5,51.760807,-1.261455,64.452409,7.647079,9.874930,16.072756,5735864.965431,619982.844179,-64.452409,30U
1438175419208555,4,51.760799,-1.261468,63.867184,12.015903,10.430840,16.710085,5735864.035945,619981.961411,-63.867184,30U
1438175419408554,5,51.760818,-1.261474,63.324830,7.626295,9.662000,15.856754,5735866.176072,619981.489714,-63.324830,30U
1438175419608554,5,51.760822,-1.261473,63.705980,7.619001,9.648225,15.839253,5735866.606555,619981.572196,-63.705980,30U
1438175419808553,5,51.760826,-1.261468,64.212276,7.643313,9.649256,15.839239,5735867.023684,619981.860729,-64.212276,30U
1438175420008553,5,51.760829,-1.261467,64.504430,7.638388,9.648443,15.838576,5735867.455037,619981.963417,-64.504430,30U
1438175420208553,5,51.760833,-1.261463,64.921671,7.636756,9.643017,15.832710,5735867.862845,619982.206808,-64.921671,30U
1438175420408552,5,51.760836,-1.261461,65.491897,7.656744,9.635228,15.825113,5735868.181876,619982.374464,-65.491897,30U
1438175420608552,5,51.760840,-1.261464,65.380093,7.657054,9.638311,15.828032,5735868.666666,619982.148240,-65.380093,30U
1438175420808551,5,51.760845,-1.261468,65.122144,7.615237,9.632306,15.821843,5735869.137606,619981.841318,-65.122144,30U
1438175421008551,5,51.760859,-1.261453,62.857642,7.436671,9.550845,15.678408,5735870.734550,619982.863035,-62.857642,30U
1438175421208550,5,51.760863,-1.261459,62.483206,7.436051,9.553635,15.680295,5735871.236048,619982.415972,-62.483206,30U
1438175421408550,5,51.760868,-1.261467,62.032827,7.437215,9.553826,15.681246,5735871.766148,619981.817794,-62.032827,30U
1438175421608550,5,51.760872,-1.261469,62.091050,7.434829,9.545213,15.674176,5735872.155780,619981.701797,-62.091050,30U
1438175421808549,5,51.760875,-1.261473,62.069874,7.433919,9.540072,15.669562,5735872.500319,619981.440824,-62.069874,30U
1438175422008549,5,51.760878,-1.261477,62.054185,7.436264,9.537838,15.668199,5735872.890669,619981.154625,-62.054185,30U
1438175422208548,5,51.760882,-1.261480,62.144560,7.440064,9.537917,15.668257,5735873.229083,619980.933783,-62.144560,30U
1438175422408548,5,51.760883,-1.261477,62.598585,7.452353,9.537383,15.667914,5735873.437890,619981.106729,-62.598585,30U
1438175422608547,5,51.760886,-1.261479,62.709888,7.448114,9.536527,15.667500,5735873.676291,619980.941268,-62.709888,30U
1438175422808547,5,51.760888,-1.261482,62.808666,7.450715,9.535870,15.667156,5735873.937820,619980.756269,-62.808666,30U
1438175423008547,5,51.760891,-1.261493,62.393405,7.450935,9.536994,15.668122,5735874.274358,619980.005632,-62.393405,30U
1438175423208546,5,51.760893,-1.261494,62.616845,7.448295,9.536219,15.667558,5735874.429922,619979.890261,-62.616845,30U
1438175423408546,5,51.760893,-1.261493,63.070213,7.447014,9.531918,15.664248,5735874.491269,619980.003367,-63.070213,30U
1438175423608545,5,51.760895,-1.261503,62.702843,7.446607,9.531989,15.664511,5735874.686047,619979.284080,-62.702843,30U
1438175423808545,5,51.760896,-1.261509,62.700127,7.445549,9.532979,15.665417,5735874.769611,619978.849976,-62.700127,30U
1438175424008544,5,51.760896,-1.261513,62.866214,7.444953,9.526882,15.660892,5735874.804063,619978.597040,-62.866214,30U
1438175424208544,5,51.760897,-1.261522,62.555876,7.445155,9.527219,15.661209,5735874.924569,619978.009105,-62.555876,30U
1438175424408543,5,51.760898,-1.261529,62.390546,7.444845,9.527353,15.661383,5735874.976379,619977.495868,-62.390546,30U
1438175424608543,5,51.760899,-1.261538,62.057134,7.444241,9.525548,15.660079,5735875.074035,619976.871984,-62.057134,30U
1438175424808543,5,51.760899,-1.261541,62.098258,7.443804,9.525164,15.659841,5735875.049233,619976.647190,-62.098258,30U
1438175425008542,5,51.760899,-1.261547,62.067420,7.443561,9.524304,15.659374,5735875.013432,619976.267693,-62.067420,30U
1438175425208542,5,51.760898,-1.261550,62.249247,7.443957,9.525533,15.660473,5735874.893460,619976.053404,-62.249247,30U
1438175425408541,5,51.760897,-1.261552,62.393714,7.444282,9.522146,15.658283,5735874.777729,619975.879859,-62.393714,30U
1438175425608541,5,51.760896,-1.261557,62.387305,7.444167,9.525386,15.660578,5735874.695132,619975.588770,-62.387305,30U
1438175425808540,5,51.760895,-1.261560,62.394948,7.443686,9.521379,15.657763,5735874.618898,619975.371812,-62.394948,30U
1438175426008540,5,51.760894,-1.261564,62.468434,7.444352,9.522013,15.658804,5735874.507259,619975.098053,-62.468434,30U
1438175426208540,5,51.760894,-1.261567,62.368416,7.445364,9.521870,15.658814,5735874.450921,619974.858443,-62.368416,30U
1438175426408539,5,51.760893,-1.261571,62.450690,7.444796,9.520536,15.657743,5735874.309359,619974.635088,-62.450690,30U
1438175426608539,5,51.760893,-1.261575,62.270009,7.445279,9.521307,15.658470,5735874.309866,619974.346271,-62.270009,30U
1438175426808538,5,51.760892,-1.261576,62.260599,7.445551,9.519735,15.657348,5735874.242163,619974.264765,-62.260599,30U
1438175427008538,6,51.760891,-1.261578,62.475759,7.449808,9.519834,15.658698,5735874.116250,619974.128827,-62.475759,30U
1438175427208537,6,51.760891,-1.261581,62.366464,7.447931,9.518768,15.657531,5735874.093591,619973.893084,-62.366464,30U
1438175427408537,6,51.760891,-1.261585,62.275775,7.446548,9.518421,15.657379,5735874.054590,619973.674811,-62.275775,30U
1438175427608537,6,51.760890,-1.261588,62.140429,7.448113,9.518581,15.658548,5735874.033572,619973.453044,-62.140429,30U
1438175427808536,6,51.760890,-1.261588,62.204702,7.472418,9.525365,15.674858,5735873.991849,619973.435734,-62.204702,30U
1438175428008536,7,51.760881,-1.261604,63.773082,2.937765,2.107737,4.922701,5735872.929891,619972.353273,-63.773082,30U
1438175428208535,6,51.760882,-1.261602,63.366458,2.934028,2.104734,4.918078,5735873.090901,619972.476277,-63.366458,30U
1438175428408535,6,51.760877,-1.261613,64.437728,2.935972,2.112475,4.926645,5735872.531641,619971.730253,-64.437728,30U
1438175428608534,6,51.760875,-1.261619,64.793494,2.917446,2.068534,4.877291,5735872.306183,619971.367565,-64.793494,30U
1438175428808534,6,51.760881,-1.261607,63.362098,2.914075,2.062721,4.869487,5735872.944027,619972.133444,-63.362098,30U
1438175429008534,6,51.760878,-1.261612,63.963761,2.910071,2.053535,4.860502,5735872.659953,619971.832166,-63.963761,30U
1438175429208533,6,51.760881,-1.261605,63.297187,2.905754,2.045286,4.851559,5735872.976347,619972.257996,-63.297187,30U
1438175429408533,6,51.760878,-1.261613,64.113570,2.905890,2.045000,4.850265,5735872.571409,619971.725932,-64.113570,30U
1438175429608532,6,51.760877,-1.261614,64.296773,2.909218,2.054183,4.860075,5735872.485343,619971.680262,-64.296773,30U
1438175429808532,6,51.760878,-1.261611,64.056742,2.891933,2.010654,4.809361,5735872.624399,619971.909980,-64.056742,30U
1438175430008531,6,51.760876,-1.261615,64.499653,2.883445,1.989785,4.785841,5735872.421672,619971.638744,-64.499653,30U
1438175430208531,6,51.760878,-1.261610,63.984880,2.881151,1.984423,4.780097,5735872.674033,619971.922314,-63.984880,30U
1438175430408531,6,51.760875,-1.261618,64.918468,2.877180,1.975147,4.769897,5735872.246670,619971.399870,-64.918468,30U
1438175430608530,6,51.760876,-1.261616,64.710161,2.876479,1.974383,4.768489,5735872.354116,619971.534043,-64.710161,30U
1438175430808530,6,51.760876,-1.261616,64.654724,2.875500,1.973002,4.767051,5735872.382085,619971.546184,-64.654724,30U
1438175431008529,6,51.760875,-1.261619,64.993876,2.872512,1.965777,4.759276,5735872.224420,619971.349381,-64.993876,30U
1438175431208529,6,51.760874,-1.261620,65.303444,2.872269,1.966118,4.760682,5735872.116065,619971.293345,-65.303444,30U
1438175431408528,6,51.760874,-1.261619,65.283099,2.871502,1.963988,4.757287,5735872.136973,619971.362505,-65.283099,30U
1438175431608528,6,51.760877,-1.261613,64.667018,2.869453,1.958520,4.750178,5735872.452096,619971.740771,-64.667018,30U
1438175431808528,6,51.760878,-1.261609,64.266305,2.869438,1.958621,4.750321,5735872.661485,619972.002981,-64.266305,30U
1438175432008527,6,51.760881,-1.261604,63.757644,2.868842,1.956795,4.748243,5735872.921345,619972.335133,-63.757644,30U
1438175432208527,6,51.760881,-1.261604,63.643080,2.868756,1.956212,4.746719,5735872.965921,619972.358793,-63.643080,30U
1438175432408526,6,51.760880,-1.261604,63.836426,2.866899,1.951877,4.741818,5735872.897798,619972.348400,-63.836426,30U
1438175432608526,6,51.760881,-1.261602,63.861474,2.865808,1.948629,4.737970,5735872.920033,619972.489611,-63.861474,30U
1438175432808525,6,51.760881,-1.261601,63.785015,2.864400,1.945237,4.734416,5735872.962815,619972.560362,-63.785015,30U
1438175433008525,6,51.760880,-1.261602,64.074340,2.864710,1.945162,4.733902,5735872.852895,619972.525330,-64.074340,30U
1438175433208525,6,51.760880,-1.261601,64.058326,2.860661,1.934832,4.722740,5735872.871360,619972.538172,-64.058326,30U
1438175433408524,6,51.760901,-1.261610,64.996072,5.930204,1.931467,4.773940,5735875.132170,619971.900051,-64.996072,30U
1438175433608524,6,51.760900,-1.261612,65.135837,5.930881,1.934161,4.775856,5735875.047680,619971.787654,-65.135837,30U
1438175433808523,6,51.760900,-1.261611,64.996525,5.929782,1.931355,4.771818,5735875.099815,619971.836186,-64.996525,30U
1438175434008523,6,51.760900,-1.261611,64.783887,5.929106,1.927134,4.765945,5735875.016364,619971.826027,-64.783887,30U
1438175434208522,6,51.760900,-1.261610,64.667374,5.930643,1.927489,4.767490,5735875.108015,619971.904345,-64.667374,30U
1438175434408522,6,51.760897,-1.261612,64.724882,2.827040,1.848136,4.579683,5735874.710822,619971.796548,-64.724882,30U
1438175434608522,6,51.760898,-1.261609,64.487472,2.826116,1.845891,4.577226,5735874.835059,619971.945334,-64.487472,30U
1438175434808521,6,51.760898,-1.261608,64.373401,2.824608,1.841986,4.572690,5735874.892892,619972.007147,-64.373401,30U
1438175435008521,6,51.760899,-1.261606,64.195948,2.824167,1.840723,4.571332,5735875.008459,619972.149023,-64.195948,30U
1438175435208520,7,51.760899,-1.261608,64.353064,2.823960,1.839822,4.569659,5735874.959324,619972.067495,-64.353064,30U
1438175435408520,7,51.760899,-1.261606,64.289685,2.824393,1.840904,4.571639,5735875.010010,619972.148999,-64.289685,30U
1438175435608519,7,51.760900,-1.261606,64.290993,2.823742,1.839024,4.569551,5735875.025626,619972.177578,-64.290993,30U
1438175435808519,7,51.760901,-1.261605,63.984263,2.823424,1.837999,4.568730,5735875.150478,619972.265349,-63.984263,30U
1438175436008519,7,51.760900,-1.261605,64.141057,2.823076,1.836451,4.566082,5735875.087240,619972.222825,-64.141057,30U
1438175436208518,7,51.760901,-1.261604,64.042313,2.823389,1.837909,4.567538,5735875.138631,619972.293217,-64.042313,30U
1438175436408518,7,51.760900,-1.261605,64.108255,2.821624,1.834043,4.563542,5735875.105457,619972.235266,-64.108255,30U
1438175436608517,7,51.760900,-1.261605,64.219057,2.821678,1.834139,4.563631,5735875.072376,619972.251586,-64.219057,30U
1438175436808517,7,51.760900,-1.261605,64.247762,2.820927,1.832151,4.561543,5735875.060548,619972.245838,-64.247762,30U
1438175437008516,7,51.760880,-1.261611,64.949916,2.830579,1.754578,4.499244,5735872.868919,619971.884311,-64.949916,30U
1438175437208516,7,51.760880,-1.261612,65.092839,2.828593,1.740053,4.480452,5735872.809824,619971.820048,-65.092839,30U
1438175437408516,7,51.760880,-1.261609,64.816694,2.828061,1.739578,4.479791,5735872.870235,619972.041658,-64.816694,30U
1438175437608515,7,51.760880,-1.261609,64.800638,2.827765,1.738557,4.478370,5735872.859511,619972.041562,-64.800638,30U
1438175437808515,7,51.760879,-1.261614,65.488317,2.824385,1.712738,4.446726,5735872.673560,619971.706506,-65.488317,30U
1438175438008514,7,51.760877,-1.261618,66.111128,2.823544,1.705848,4.438114,5735872.528140,619971.376770,-66.111128,30U
1438175438208514,7,51.760878,-1.261617,65.990174,2.821275,1.686664,4.414911,5735872.564025,619971.496773,-65.990174,30U
1438175438408513,7,51.760878,-1.261617,65.886353,2.820687,1.678499,4.405178,5735872.589052,619971.503194,-65.886353,30U
1438175438608513,7,51.760878,-1.261617,65.827366,2.820197,1.677563,4.404239,5735872.640529,619971.490430,-65.827366,30U
1438175438808513,7,51.760879,-1.261614,65.574522,2.820684,1.688012,4.416825,5735872.704936,619971.676630,-65.574522,30U
1438175439008512,7,51.760880,-1.261610,64.958964,2.819901,1.682044,4.409396,5735872.862476,619971.964035,-64.958964,30U
1438175439208512,7,51.760880,-1.261611,65.151653,2.820361,1.689930,4.419196,5735872.832700,619971.868126,-65.151653,30U
